,datetime_utc,_conds,_dewptm,_fog,_heatindexm,_hum,_pressurem,_tempm,_vism,_wdird,_wdire,_wspdm,Date,year,month,day,hour
63231,2005-04-28 06:00:00,Widespread Dust,11.0,0,31.9,21.0,1006.0,30.0,4.0,320.0,NW,22.2,2005-04-28 06:00:00,2005.0,4.0,28.0,6.0
63253,2005-05-01 00:00:00,Haze,17.0,0,31.9,61.0,1006.0,23.0,2.0,140.0,SE,11.1,2005-05-01 00:00:00,2005.0,5.0,1.0,0.0
63532,2005-06-05 03:00:00,Widespread Dust,15.0,0,31.9,19.0,997.0,36.0,2.0,250.0,WSW,7.4,2005-06-05 03:00:00,2005.0,6.0,5.0,3.0
63695,2005-06-25 21:00:00,Haze,26.0,0,31.9,63.0,994.0,32.0,2.0,140.0,SE,3.7,2005-06-25 21:00:00,2005.0,6.0,25.0,21.0
63731,2005-06-30 09:00:00,Haze,25.0,0,31.9,53.0,995.0,33.0,2.0,90.0,East,7.4,2005-06-30 09:00:00,2005.0,6.0,30.0,9.0
63853,2005-07-15 21:00:00,Haze,26.0,0,31.9,90.0,1002.0,27.0,2.0,80.0,,0.0,2005-07-15 21:00:00,2005.0,7.0,15.0,21.0
63959,2005-07-29 06:00:00,Haze,27.0,0,31.9,61.0,997.0,33.0,2.0,180.0,South,3.7,2005-07-29 06:00:00,2005.0,7.0,29.0,6.0
63973,2005-07-31 00:00:00,Haze,26.0,0,31.9,89.0,996.0,28.0,2.0,183.33333330000002,,0.0,2005-07-31 00:00:00,2005.0,7.0,31.0,0.0
64543,2005-10-10 15:00:00,Haze,19.0,0,31.9,61.0,1011.0,26.0,2.0,315.0,,0.0,2005-10-10 15:00:00,2005.0,10.0,10.0,15.0
64805,2005-11-12 18:00:00,Haze,13.0,0,31.9,58.0,1014.0,19.0,1.0,290.0,WNW,3.7,2005-11-12 18:00:00,2005.0,11.0,12.0,18.0
64931,2005-11-28 21:00:00,Mist,12.0,0,31.9,85.0,1016.0,13.0,1.0,181.4285714,,0.0,2005-11-28 21:00:00,2005.0,11.0,28.0,21.0
65025,2005-12-07 12:30:00,Smoke,8.0,0,31.9,49.0,1014.0,19.0,2.1,0.0,North,0.0,2005-12-07 12:30:00,2005.0,12.0,7.0,12.0
65076,2005-12-13 06:00:00,Widespread Dust,0.0,0,31.9,19.0,1020.0,18.0,2.0,290.0,WNW,11.1,2005-12-13 06:00:00,2005.0,12.0,13.0,6.0
65185,2005-12-27 00:00:00,Mist,7.0,0,31.9,81.0,1018.0,9.0,0.5,320.0,,0.0,2005-12-27 00:00:00,2005.0,12.0,27.0,0.0
65195,2005-12-28 06:00:00,Smoke,9.0,0,31.9,35.0,1018.0,21.0,0.5,140.0,SE,7.4,2005-12-28 06:00:00,2005.0,12.0,28.0,6.0
65230,2006-01-01 18:00:00,Mist,10.0,0,31.9,79.0,1017.0,12.0,1.0,140.0,SE,3.7,2006-01-01 18:00:00,2006.0,1.0,1.0,18.0
65435,2006-01-28 06:00:00,Smoke,7.0,0,31.9,31.0,1019.0,20.0,1.0,290.0,WNW,9.3,2006-01-28 06:00:00,2006.0,1.0,28.0,6.0
65509,2006-02-06 15:00:00,Smoke,8.0,0,31.9,45.0,1015.0,17.0,2.0,296.6666667,,0.0,2006-02-06 15:00:00,2006.0,2.0,6.0,15.0
65519,2006-02-07 21:00:00,Mist,13.0,0,31.9,85.0,1016.0,15.0,1.0,160.0,,0.0,2006-02-07 21:00:00,2006.0,2.0,7.0,21.0
65638,2006-02-23 00:00:00,Mist,14.0,0,31.9,77.0,1010.0,16.0,1.0,280.0,,0.0,2006-02-23 00:00:00,2006.0,2.0,23.0,0.0
65664,2006-02-26 09:00:00,Smoke,16.0,0,31.9,37.0,1009.0,28.0,0.5,20.0,NNE,13.0,2006-02-26 09:00:00,2006.0,2.0,26.0,9.0
65759,2006-03-11 09:00:00,Haze,16.0,0,31.9,56.0,1009.0,23.0,2.0,90.0,East,3.7,2006-03-11 09:00:00,2006.0,3.0,11.0,9.0
65852,2006-03-23 06:00:00,Widespread Dust,8.0,0,31.9,17.0,1008.0,29.0,4.0,290.0,WNW,13.0,2006-03-23 06:00:00,2006.0,3.0,23.0,6.0
65911,2006-03-30 18:00:00,Haze,14.0,0,31.9,47.0,1012.0,23.0,2.0,302.5,,0.0,2006-03-30 18:00:00,2006.0,3.0,30.0,18.0
65995,2006-04-10 09:00:00,Widespread Dust,11.0,0,31.9,14.0,1004.0,35.0,4.0,290.0,WNW,13.0,2006-04-10 09:00:00,2006.0,4.0,10.0,9.0
66056,2006-04-18 06:00:00,Widespread Dust,12.0,0,31.9,25.0,1008.0,29.0,4.0,110.0,ESE,7.4,2006-04-18 06:00:00,2006.0,4.0,18.0,6.0
66076,2006-04-20 18:00:00,Haze,18.0,0,31.9,52.0,1010.0,26.0,2.0,160.0,,0.0,2006-04-20 18:00:00,2006.0,4.0,20.0,18.0
66089,2006-04-22 15:00:00,Widespread Dust,14.0,0,31.9,29.0,1004.0,29.0,2.0,320.0,,0.0,2006-04-22 15:00:00,2006.0,4.0,22.0,15.0
66095,2006-04-23 09:00:00,Widespread Dust,5.0,0,31.9,7.0,1003.0,38.0,1.0,20.0,NNE,7.4,2006-04-23 09:00:00,2006.0,4.0,23.0,9.0
66103,2006-04-24 09:00:00,Widespread Dust,11.0,0,31.9,12.0,1002.0,38.0,2.0,0.0,North,3.7,2006-04-24 09:00:00,2006.0,4.0,24.0,9.0
66390,2006-05-30 06:00:00,Haze,27.0,0,31.9,48.0,993.0,37.0,2.0,110.0,ESE,11.1,2006-05-30 06:00:00,2006.0,5.0,30.0,6.0
66427,2006-06-04 03:00:00,Haze,23.0,0,31.9,70.0,1000.0,28.0,2.0,110.0,ESE,3.7,2006-06-04 03:00:00,2006.0,6.0,4.0,3.0
66465,2006-06-09 00:00:00,Widespread Dust,15.0,0,31.9,34.0,999.0,28.0,2.0,320.0,,0.0,2006-06-09 00:00:00,2006.0,6.0,9.0,0.0
66526,2006-06-16 18:00:00,Haze,18.0,0,31.9,49.0,1003.0,26.0,2.0,90.0,East,3.7,2006-06-16 18:00:00,2006.0,6.0,16.0,18.0
66532,2006-06-17 12:00:00,Widespread Dust,18.0,0,31.9,31.0,1003.0,33.0,2.0,340.0,NNW,3.7,2006-06-17 12:00:00,2006.0,6.0,17.0,12.0
66616,2006-06-28 09:00:00,Haze,24.0,0,31.9,52.0,998.0,33.0,2.0,140.0,SE,14.8,2006-06-28 09:00:00,2006.0,6.0,28.0,9.0
66754,2006-07-15 18:00:00,Haze,24.0,0,31.9,63.0,998.0,30.0,2.0,290.0,WNW,3.7,2006-07-15 18:00:00,2006.0,7.0,15.0,18.0
66826,2006-07-24 18:00:00,Haze,26.0,0,31.9,75.0,1002.0,30.0,2.0,110.0,ESE,1.9,2006-07-24 18:00:00,2006.0,7.0,24.0,18.0
66926,2006-08-06 15:00:00,Haze,24.0,0,31.9,65.0,1001.0,30.0,2.0,90.0,East,11.1,2006-08-06 15:00:00,2006.0,8.0,6.0,15.0
67058,2006-08-23 03:00:00,Haze,26.0,0,31.9,77.0,1002.0,29.0,2.0,260.0,,0.0,2006-08-23 03:00:00,2006.0,8.0,23.0,3.0
67196,2006-09-09 18:00:00,Haze,25.0,0,31.9,77.0,1005.0,29.0,2.0,308.0,,0.0,2006-09-09 18:00:00,2006.0,9.0,9.0,18.0
67230,2006-09-14 00:00:00,Haze,22.0,0,31.9,75.0,1007.0,26.0,2.0,320.0,NW,14.8,2006-09-14 00:00:00,2006.0,9.0,14.0,0.0
67346,2006-09-28 21:00:00,Haze,20.0,0,31.9,78.0,1007.0,23.0,2.0,330.0,,0.0,2006-09-28 21:00:00,2006.0,9.0,28.0,21.0
67390,2006-10-04 15:00:00,Haze,21.0,0,31.9,59.0,1004.0,28.0,2.0,328.3333333,,0.0,2006-10-04 15:00:00,2006.0,10.0,4.0,15.0
67396,2006-10-05 09:00:00,Haze,13.0,0,31.9,16.0,1002.0,36.0,2.0,290.0,WNW,13.0,2006-10-05 09:00:00,2006.0,10.0,5.0,9.0
67700,2006-11-13 00:00:00,Mist,16.0,0,31.9,91.0,1015.0,17.0,1.0,336.0,,0.0,2006-11-13 00:00:00,2006.0,11.0,13.0,0.0
67716,2006-11-15 03:00:00,Partial Fog,15.0,1,31.9,86.0,1018.0,17.0,0.5,274.2857143,,0.0,2006-11-15 03:00:00,2006.0,11.0,15.0,3.0
67722,2006-11-15 21:00:00,Mist,13.0,0,31.9,74.0,1015.0,17.0,1.0,291.42857139999995,,0.0,2006-11-15 21:00:00,2006.0,11.0,15.0,21.0
67897,2006-12-08 15:00:00,Mist,8.0,0,31.9,67.0,1019.0,12.0,1.0,320.0,NW,1.9,2006-12-08 15:00:00,2006.0,12.0,8.0,15.0
68088,2007-01-01 18:00:00,Heavy Fog,10.0,1,31.9,92.0,1019.0,10.0,0.2,250.0,WSW,1.9,2007-01-01 18:00:00,2007.0,1.0,1.0,18.0
68230,2007-01-19 18:00:00,Mist,9.0,0,31.9,81.0,1017.0,11.0,1.0,320.0,NW,3.7,2007-01-19 18:00:00,2007.0,1.0,19.0,18.0
68245,2007-01-21 15:00:00,Haze,6.0,0,31.9,50.0,1019.0,13.0,2.0,320.0,NW,3.7,2007-01-21 15:00:00,2007.0,1.0,21.0,15.0
68425,2007-02-13 06:00:00,Mist,13.0,0,31.9,92.0,1011.0,14.0,2.0,20.0,NNE,1.9,2007-02-13 06:00:00,2007.0,2.0,13.0,6.0
68586,2007-03-05 12:00:00,Haze,8.0,0,31.9,23.0,1011.0,25.0,2.0,320.0,NW,20.4,2007-03-05 12:00:00,2007.0,3.0,5.0,12.0
68596,2007-03-06 18:00:00,Haze,10.0,0,31.9,63.0,1013.0,16.0,2.0,320.0,NW,3.7,2007-03-06 18:00:00,2007.0,3.0,6.0,18.0
68675,2007-03-16 21:00:00,Haze,12.0,0,31.9,66.0,1012.0,17.0,2.0,320.0,NW,7.4,2007-03-16 21:00:00,2007.0,3.0,16.0,21.0
68679,2007-03-17 09:00:00,Haze,13.0,0,31.9,28.0,1011.0,28.0,2.0,290.0,WNW,14.8,2007-03-17 09:00:00,2007.0,3.0,17.0,9.0
69181,2007-05-21 00:00:00,Haze,18.0,0,31.9,41.0,999.0,29.0,2.0,290.0,WNW,3.7,2007-05-21 00:00:00,2007.0,5.0,21.0,0.0
69296,2007-06-04 12:00:00,Widespread Dust,18.0,0,31.9,22.0,1002.0,38.0,1.0,320.0,NW,7.4,2007-06-04 12:00:00,2007.0,6.0,4.0,12.0
69342,2007-06-10 15:00:00,Widespread Dust,25.0,0,31.9,35.0,990.0,39.0,1.0,110.0,ESE,1.9,2007-06-10 15:00:00,2007.0,6.0,10.0,15.0
69384,2007-06-15 21:00:00,Mist,26.0,0,31.9,88.0,997.0,27.0,1.0,122.0,,0.0,2007-06-15 21:00:00,2007.0,6.0,15.0,21.0
69400,2007-06-17 21:00:00,Mist,25.0,0,31.9,83.0,997.5,27.0,2.0,33.33333333,,0.0,2007-06-17 21:00:00,2007.0,6.0,17.0,21.0
69438,2007-06-22 15:00:00,Haze,26.0,0,31.9,59.0,998.0,33.0,2.0,90.0,East,7.4,2007-06-22 15:00:00,2007.0,6.0,22.0,15.0
69578,2007-07-10 06:00:00,Haze,25.0,0,31.9,53.0,997.0,33.0,2.0,140.0,SE,11.1,2007-07-10 06:00:00,2007.0,7.0,10.0,6.0
69584,2007-07-11 00:00:00,Mist,25.0,0,31.9,82.0,997.0,28.0,2.0,125.0,,0.0,2007-07-11 00:00:00,2007.0,7.0,11.0,0.0
69824,2007-08-10 03:00:00,Mist,27.0,0,31.9,86.0,999.0,30.0,2.0,163.33333330000002,,0.0,2007-08-10 03:00:00,2007.0,8.0,10.0,3.0
70046,2007-09-07 00:00:00,Mist,25.0,0,31.9,82.0,999.0,27.0,2.0,86.0,,0.0,2007-09-07 00:00:00,2007.0,9.0,7.0,0.0
70071,2007-09-10 03:00:00,Haze,24.0,0,31.9,72.0,1004.0,28.0,2.0,270.0,West,5.6,2007-09-10 03:00:00,2007.0,9.0,10.0,3.0
70117,2007-09-15 21:00:00,Mist,24.0,0,31.9,86.0,1002.0,26.0,1.0,205.0,,0.0,2007-09-15 21:00:00,2007.0,9.0,15.0,21.0
70191,2007-09-25 03:00:00,Haze,22.0,0,31.9,65.0,1004.0,27.0,2.0,260.0,,0.0,2007-09-25 03:00:00,2007.0,9.0,25.0,3.0
70197,2007-09-25 21:00:00,Light Rain,22.0,0,31.9,75.0,1004.0,26.0,2.0,90.0,East,5.6,2007-09-25 21:00:00,2007.0,9.0,25.0,21.0
70208,2007-09-27 09:00:00,Haze,23.0,0,31.9,63.0,1004.0,29.0,2.0,50.0,NE,9.3,2007-09-27 09:00:00,2007.0,9.0,27.0,9.0
70310,2007-10-10 03:00:00,Haze,11.0,0,31.9,41.0,1009.0,22.0,2.0,270.0,West,9.3,2007-10-10 03:00:00,2007.0,10.0,10.0,3.0
70396,2007-10-21 00:00:00,Mist,15.0,0,31.9,80.0,1010.0,17.0,1.0,193.33333330000002,,0.0,2007-10-21 00:00:00,2007.0,10.0,21.0,0.0
70504,2007-11-04 21:00:00,Mist,14.0,0,31.9,90.0,1014.0,15.0,1.0,270.0,,0.0,2007-11-04 21:00:00,2007.0,11.0,4.0,21.0
70583,2007-11-15 06:00:00,Smoke,15.0,0,31.9,41.0,1015.0,26.0,0.5,230.0,SW,1.9,2007-11-15 06:00:00,2007.0,11.0,15.0,6.0
70620,2007-11-20 03:00:00,Smoke,8.0,0,31.9,63.0,1021.0,13.0,1.0,270.0,West,3.7,2007-11-20 03:00:00,2007.0,11.0,20.0,3.0
70649,2007-11-23 18:00:00,Mist,11.0,0,31.9,84.0,1017.0,14.0,1.0,310.0,,0.0,2007-11-23 18:00:00,2007.0,11.0,23.0,18.0
70715,2007-12-02 09:00:00,Smoke,12.0,0,31.9,30.0,1015.0,26.0,1.0,140.0,SE,5.6,2007-12-02 09:00:00,2007.0,12.0,2.0,9.0
70754,2007-12-07 09:00:00,Smoke,7.0,0,31.9,24.0,1016.0,23.0,1.0,270.0,West,9.3,2007-12-07 09:00:00,2007.0,12.0,7.0,9.0
70784,2007-12-11 03:00:00,Light Drizzle,12.0,0,31.9,78.0,1014.0,14.0,1.0,90.0,,0.0,2007-12-11 03:00:00,2007.0,12.0,11.0,3.0
70993,2008-01-06 21:00:00,Mist,8.0,0,31.9,83.0,1020.0,9.0,1.0,175.71428569999998,,0.0,2008-01-06 21:00:00,2008.0,1.0,6.0,21.0
71033,2008-01-12 00:00:00,Mist,6.0,0,31.9,72.0,1018.0,9.0,1.0,320.0,NW,7.4,2008-01-12 00:00:00,2008.0,1.0,12.0,0.0
71051,2008-01-14 09:00:00,Smoke,4.0,0,31.9,23.0,1016.0,21.0,2.0,320.0,NW,18.5,2008-01-14 09:00:00,2008.0,1.0,14.0,9.0
71160,2008-01-28 09:00:00,Smoke,4.0,0,31.9,37.0,1014.0,15.0,2.0,340.0,NNW,11.1,2008-01-28 09:00:00,2008.0,1.0,28.0,9.0
71169,2008-01-29 12:00:00,Haze,8.0,0,31.9,48.0,1009.0,17.0,2.0,290.0,WNW,11.1,2008-01-29 12:00:00,2008.0,1.0,29.0,12.0
71223,2008-02-05 15:00:00,Mist,12.0,0,31.9,92.0,1015.0,13.0,1.0,0.0,North,9.3,2008-02-05 15:00:00,2008.0,2.0,5.0,15.0
71367,2008-02-24 18:00:00,Smoke,10.0,0,31.9,64.0,1015.0,15.0,1.0,335.0,,0.0,2008-02-24 18:00:00,2008.0,2.0,24.0,18.0
71396,2008-02-28 09:00:00,Haze,12.0,0,31.9,24.0,1013.0,29.0,2.0,340.0,NNW,11.1,2008-02-28 09:00:00,2008.0,2.0,28.0,9.0
71437,2008-03-04 12:00:00,Haze,9.0,0,31.9,16.0,1007.0,31.0,2.0,320.0,NW,7.4,2008-03-04 12:00:00,2008.0,3.0,4.0,12.0
71794,2008-04-20 06:00:00,Haze,8.0,0,31.9,10.0,1007.0,36.0,2.0,270.0,West,22.2,2008-04-20 06:00:00,2008.0,4.0,20.0,6.0
71853,2008-04-27 18:00:00,Haze,12.0,0,31.9,29.0,1001.0,26.0,2.0,320.0,,0.0,2008-04-27 18:00:00,2008.0,4.0,27.0,18.0
72036,2008-05-21 15:00:00,Haze,22.0,0,31.9,85.0,1002.0,24.0,2.0,90.0,East,3.7,2008-05-21 15:00:00,2008.0,5.0,21.0,15.0
72340,2008-06-28 21:00:00,Haze,25.0,0,31.9,86.0,998.0,27.0,2.0,90.0,East,3.7,2008-06-28 21:00:00,2008.0,6.0,28.0,21.0
72341,2008-06-29 00:00:00,Haze,25.0,0,31.9,90.0,998.0,26.0,2.0,100.0,,0.0,2008-06-29 00:00:00,2008.0,6.0,29.0,0.0
72618,2008-08-03 12:00:00,Haze,25.0,0,31.9,65.0,998.0,31.0,4.0,100.0,,0.0,2008-08-03 12:00:00,2008.0,8.0,3.0,12.0
72702,2008-08-14 00:00:00,Haze,26.0,0,31.9,88.0,997.0,27.0,2.0,140.0,SE,5.6,2008-08-14 00:00:00,2008.0,8.0,14.0,0.0
72724,2008-08-16 18:00:00,Haze,26.0,0,31.9,86.0,1000.0,29.0,2.0,285.0,,0.0,2008-08-16 18:00:00,2008.0,8.0,16.0,18.0
72742,2008-08-19 00:00:00,Haze,23.0,0,31.9,70.0,1001.0,27.0,2.0,270.0,West,14.8,2008-08-19 00:00:00,2008.0,8.0,19.0,0.0
72812,2008-08-28 00:00:00,Haze,23.0,0,31.9,60.0,1000.0,30.0,2.0,230.0,SW,14.8,2008-08-28 00:00:00,2008.0,8.0,28.0,0.0
72988,2008-09-19 06:00:00,Light Drizzle,25.0,0,31.9,92.0,1003.0,26.0,2.0,20.0,NNE,7.4,2008-09-19 06:00:00,2008.0,9.0,19.0,6.0
73030,2008-09-24 12:00:00,Haze,20.0,0,31.9,42.0,1005.0,31.0,4.0,320.0,NW,11.1,2008-09-24 12:00:00,2008.0,9.0,24.0,12.0
73162,2008-10-11 03:00:00,Mist,20.0,0,31.9,70.0,1015.0,25.0,2.0,245.0,,0.0,2008-10-11 03:00:00,2008.0,10.0,11.0,3.0
73186,2008-10-14 03:00:00,Mist,22.0,0,31.9,80.0,1012.0,25.0,1.0,123.33333329999999,,0.0,2008-10-14 03:00:00,2008.0,10.0,14.0,3.0
73191,2008-10-14 18:00:00,Mist,22.0,0,31.9,72.0,1012.0,27.0,1.0,90.0,East,7.4,2008-10-14 18:00:00,2008.0,10.0,14.0,18.0
73268,2008-10-24 09:00:00,Smoke,20.0,0,31.9,36.0,1009.0,33.0,1.0,308.75,,0.0,2008-10-24 09:00:00,2008.0,10.0,24.0,9.0
73308,2008-10-29 12:00:00,Haze,17.0,0,31.9,35.0,1009.0,30.0,2.0,278.0,,0.0,2008-10-29 12:00:00,2008.0,10.0,29.0,12.0
73481,2008-11-20 06:00:00,Haze,14.0,0,31.9,51.0,1018.0,22.0,1.0,90.0,East,11.1,2008-11-20 06:00:00,2008.0,11.0,20.0,6.0
73567,2008-12-01 18:00:00,Mist,12.0,0,31.9,92.0,1017.0,13.0,1.0,165.5555556,,0.0,2008-12-01 18:00:00,2008.0,12.0,1.0,18.0
73599,2008-12-05 21:00:00,Mist,10.0,0,31.9,86.0,1019.0,12.0,1.0,273.3333333,,0.0,2008-12-05 21:00:00,2008.0,12.0,5.0,21.0
73800,2008-12-31 12:00:00,Smoke,10.0,0,31.9,65.0,1016.0,15.0,1.0,290.0,WNW,9.3,2008-12-31 12:00:00,2008.0,12.0,31.0,12.0
73865,2009-01-09 00:00:00,Mist,5.0,0,31.9,87.0,1022.0,7.0,1.0,111.42857140000001,,0.0,2009-01-09 00:00:00,2009.0,1.0,9.0,0.0
73947,2009-01-19 09:00:00,Smoke,13.0,0,31.9,51.0,1018.0,20.0,1.0,320.0,NW,1.9,2009-01-19 09:00:00,2009.0,1.0,19.0,9.0
74006,2009-01-26 18:00:00,Mist,12.0,0,31.9,86.0,1014.0,14.0,1.0,286.6666667,,0.0,2009-01-26 18:00:00,2009.0,1.0,26.0,18.0
74009,2009-01-27 03:00:00,Partial Fog,10.0,1,31.9,94.0,1016.0,11.0,0.5,311.6666667,,0.0,2009-01-27 03:00:00,2009.0,1.0,27.0,3.0
74084,2009-02-05 15:00:00,Mist,14.0,0,31.9,70.0,1014.0,18.0,2.0,135.71428569999998,,0.0,2009-02-05 15:00:00,2009.0,2.0,5.0,15.0
74111,2009-02-09 00:00:00,Mist,7.0,0,31.9,89.0,1017.0,8.0,1.0,274.0,,0.0,2009-02-09 00:00:00,2009.0,2.0,9.0,0.0
74456,2009-03-24 15:00:00,Haze,11.0,0,31.9,27.0,1010.0,27.0,2.0,270.0,West,18.5,2009-03-24 15:00:00,2009.0,3.0,24.0,15.0
74565,2009-04-07 15:00:00,Haze,12.0,0,31.9,26.0,1003.0,28.0,2.0,70.0,ENE,3.7,2009-04-07 15:00:00,2009.0,4.0,7.0,15.0
74797,2009-05-06 18:00:00,Haze,12.0,0,31.9,21.0,1007.0,31.0,2.0,320.0,NW,11.1,2009-05-06 18:00:00,2009.0,5.0,6.0,18.0
74823,2009-05-10 00:00:00,Haze,16.0,0,31.9,40.0,999.0,26.0,2.0,242.0,,0.0,2009-05-10 00:00:00,2009.0,5.0,10.0,0.0
74840,2009-05-12 03:00:00,Haze,19.0,0,31.9,50.0,1005.0,28.0,2.0,140.0,SE,7.4,2009-05-12 03:00:00,2009.0,5.0,12.0,3.0
75060,2009-06-08 21:00:00,Haze,18.0,0,31.9,47.0,998.0,27.0,2.0,290.0,,0.0,2009-06-08 21:00:00,2009.0,6.0,8.0,21.0
75329,2009-07-15 00:00:00,Haze,26.0,0,31.9,75.0,996.0,29.0,2.0,200.0,,0.0,2009-07-15 00:00:00,2009.0,7.0,15.0,0.0
75442,2009-07-29 12:00:00,Haze,22.0,0,31.9,50.0,997.0,31.0,2.0,50.0,,0.0,2009-07-29 12:00:00,2009.0,7.0,29.0,12.0
75526,2009-08-09 03:00:00,Haze,23.0,0,31.9,49.0,998.0,33.0,4.0,290.0,WNW,9.3,2009-08-09 03:00:00,2009.0,8.0,9.0,3.0
75544,2009-08-11 09:00:00,Rain,26.0,0,31.9,100.0,1003.0,26.0,0.5,270.0,West,14.8,2009-08-11 09:00:00,2009.0,8.0,11.0,9.0
75580,2009-08-15 21:00:00,Haze,25.0,0,31.9,91.0,1001.0,27.0,2.0,50.0,,0.0,2009-08-15 21:00:00,2009.0,8.0,15.0,21.0
75626,2009-08-21 18:00:00,Haze,25.0,0,31.9,98.0,1003.0,25.0,2.0,305.0,,0.0,2009-08-21 18:00:00,2009.0,8.0,21.0,18.0
75844,2009-09-19 06:00:00,Haze,22.0,0,31.9,42.0,1007.0,33.0,4.0,312.85714289999993,,0.0,2009-09-19 06:00:00,2009.0,9.0,19.0,6.0
75859,2009-09-21 03:00:00,Mist,25.0,0,31.9,72.0,1007.0,29.0,2.0,140.0,SE,3.7,2009-09-21 03:00:00,2009.0,9.0,21.0,3.0
75860,2009-09-21 06:00:00,Haze,22.0,0,31.9,53.5,1017.0,32.5,4.0,320.0,NW,3.7,2009-09-21 06:00:00,2009.0,9.0,21.0,6.0
75980,2009-10-06 15:00:00,Mist,22.0,0,31.9,75.0,1004.0,26.0,2.0,253.33333330000002,,0.0,2009-10-06 15:00:00,2009.0,10.0,6.0,15.0
75999,2009-10-09 00:00:00,Mist,18.0,0,31.9,77.0,1004.0,20.0,2.0,325.7142857,,0.0,2009-10-09 00:00:00,2009.0,10.0,9.0,0.0
76011,2009-10-10 12:00:00,Haze,18.0,0,31.9,29.0,1006.0,33.0,4.0,287.14285710000007,,0.0,2009-10-10 12:00:00,2009.0,10.0,10.0,12.0
76083,2009-10-19 12:00:00,Haze,13.0,0,31.9,26.0,1009.0,29.0,2.0,330.0,,0.0,2009-10-19 12:00:00,2009.0,10.0,19.0,12.0
76085,2009-10-19 18:00:00,Haze,14.0,0,31.9,59.0,1012.0,20.0,2.0,305.0,,0.0,2009-10-19 18:00:00,2009.0,10.0,19.0,18.0
76352,2009-11-22 15:00:00,Mist,11.0,0,31.9,76.0,1018.0,14.0,2.0,170.0,,0.0,2009-11-22 15:00:00,2009.0,11.0,22.0,15.0
76549,2009-12-17 18:00:00,Mist,10.0,0,31.9,86.0,1019.0,12.0,2.0,302.85714289999993,,0.0,2009-12-17 18:00:00,2009.0,12.0,17.0,18.0
76572,2009-12-20 21:00:00,Mist,9.0,0,31.9,88.0,1022.0,10.0,1.0,205.0,,0.0,2009-12-20 21:00:00,2009.0,12.0,20.0,21.0
76600,2009-12-24 18:00:00,Mist,9.0,0,31.9,88.0,1018.0,10.0,1.0,305.0,,0.0,2009-12-24 18:00:00,2009.0,12.0,24.0,18.0
76626,2009-12-28 06:00:00,Smoke,9.0,0,31.9,47.0,1017.0,18.0,1.0,282.5,,0.0,2009-12-28 06:00:00,2009.0,12.0,28.0,6.0
76636,2009-12-29 15:00:00,Mist,9.0,0,31.9,83.0,1015.0,11.0,1.0,181.25,,0.0,2009-12-29 15:00:00,2009.0,12.0,29.0,15.0
76654,2009-12-31 21:00:00,Patches of Fog,8.0,1,31.9,95.0,1016.0,9.0,0.5,270.0,West,3.7,2009-12-31 21:00:00,2009.0,12.0,31.0,21.0
76656,2010-01-01 03:00:00,Partial Fog,8.0,1,31.9,95.0,1018.0,9.0,0.5,280.0,,0.0,2010-01-01 03:00:00,2010.0,1.0,1.0,3.0
76706,2010-01-07 09:00:00,Smoke,12.0,0,31.9,59.0,1017.0,18.0,0.5,237.8571429,,0.0,2010-01-07 09:00:00,2010.0,1.0,7.0,9.0
76894,2010-01-31 03:00:00,Mist,8.0,0,31.9,82.0,1019.0,10.0,1.0,270.0,West,5.6,2010-01-31 03:00:00,2010.0,1.0,31.0,3.0
76936,2010-02-05 12:00:00,Haze,11.0,0,31.9,35.0,1015.0,23.0,2.0,270.0,West,5.6,2010-02-05 12:00:00,2010.0,2.0,5.0,12.0
77094,2010-02-25 09:00:00,Haze,15.0,0,31.9,34.0,1011.0,28.0,4.0,320.0,NW,22.2,2010-02-25 09:00:00,2010.0,2.0,25.0,9.0
77236,2010-03-15 12:00:00,Haze,14.0,0,31.9,26.0,1008.0,31.0,4.0,290.0,WNW,11.1,2010-03-15 12:00:00,2010.0,3.0,15.0,12.0
77263,2010-03-19 03:00:00,Haze,18.0,0,31.9,62.0,1016.0,23.0,2.0,270.0,West,5.6,2010-03-19 03:00:00,2010.0,3.0,19.0,3.0
77296,2010-03-23 06:00:00,Haze,13.0,0,31.9,17.0,1002.0,35.0,4.0,290.0,WNW,18.5,2010-03-23 06:00:00,2010.0,3.0,23.0,6.0
77405,2010-04-06 09:00:00,Widespread Dust,5.0,0,31.9,7.0,1007.0,37.0,2.0,290.0,WNW,27.8,2010-04-06 09:00:00,2010.0,4.0,6.0,9.0
77526,2010-04-21 21:00:00,Haze,14.0,0,31.9,22.0,1002.0,32.0,2.0,312.5,,0.0,2010-04-21 21:00:00,2010.0,4.0,21.0,21.0
77612,2010-05-02 21:00:00,Haze,17.0,0,31.9,41.0,1004.0,28.0,2.0,106.66666670000001,,0.0,2010-05-02 21:00:00,2010.0,5.0,2.0,21.0
77724,2010-05-17 12:00:00,Widespread Dust,11.0,0,31.9,8.0,997.0,44.0,2.0,320.0,NW,7.4,2010-05-17 12:00:00,2010.0,5.0,17.0,12.0
77773,2010-05-23 21:00:00,Haze,23.0,0,31.9,44.0,996.0,33.0,2.0,94.0,,0.0,2010-05-23 21:00:00,2010.0,5.0,23.0,21.0
77777,2010-05-24 09:00:00,Widespread Dust,21.0,0,31.9,21.0,994.0,43.0,2.0,50.0,NE,3.7,2010-05-24 09:00:00,2010.0,5.0,24.0,9.0
