,datetime_utc,_conds,_dewptm,_fog,_heatindexm,_hum,_pressurem,_tempm,_vism,_wdird,_wdire,_wspdm,Date,year,month,day,hour
77982,2010-06-19 18:00:00,Haze,25.0,0,31.9,55.0,999.0,33.0,2.0,256.6666667,,0.0,2010-06-19 18:00:00,2010.0,6.0,19.0,18.0
77985,2010-06-20 03:00:00,Haze,25.0,0,31.9,47.0,998.5,35.0,2.0,131.6666667,,0.0,2010-06-20 03:00:00,2010.0,6.0,20.0,3.0
78013,2010-06-23 18:00:00,Haze,25.0,0,31.9,43.0,996.0,36.0,2.0,90.0,East,3.7,2010-06-23 18:00:00,2010.0,6.0,23.0,18.0
78065,2010-06-30 09:00:00,Widespread Dust,25.0,0,31.9,32.0,995.0,40.0,2.0,50.0,NE,9.3,2010-06-30 09:00:00,2010.0,6.0,30.0,9.0
78151,2010-07-12 03:00:00,Haze,25.0,0,31.9,60.0,998.0,31.0,2.0,230.0,SW,5.6,2010-07-12 03:00:00,2010.0,7.0,12.0,3.0
78157,2010-07-13 00:00:00,Haze,24.0,0,31.9,88.0,1000.0,25.0,2.0,228.0,,0.0,2010-07-13 00:00:00,2010.0,7.0,13.0,0.0
78210,2010-07-20 15:00:00,Mist,27.0,0,31.9,90.0,998.0,29.0,2.0,188.75,,0.0,2010-07-20 15:00:00,2010.0,7.0,20.0,15.0
78236,2010-07-24 03:00:00,Mist,28.0,0,31.9,79.0,997.0,31.0,1.0,215.5555556,,0.0,2010-07-24 03:00:00,2010.0,7.0,24.0,3.0
78258,2010-07-27 06:00:00,Light Drizzle,26.0,0,31.9,78.0,1000.0,29.0,2.0,110.0,ESE,25.9,2010-07-27 06:00:00,2010.0,7.0,27.0,6.0
78299,2010-08-02 03:00:00,Mist,26.0,0,31.9,90.0,1002.0,27.0,2.0,90.0,East,14.8,2010-08-02 03:00:00,2010.0,8.0,2.0,3.0
78355,2010-08-10 00:00:00,Mist,27.0,0,31.9,84.0,1000.0,30.0,2.0,205.0,,0.0,2010-08-10 00:00:00,2010.0,8.0,10.0,0.0
78381,2010-08-13 18:00:00,Light Rain,26.0,0,31.9,91.0,1003.0,27.0,2.0,230.0,SW,3.7,2010-08-13 18:00:00,2010.0,8.0,13.0,18.0
78391,2010-08-15 00:00:00,Mist,26.0,0,31.9,92.0,1002.0,27.0,2.0,188.75,,0.0,2010-08-15 00:00:00,2010.0,8.0,15.0,0.0
78480,2010-08-28 00:00:00,Mist,27.0,0,31.9,96.0,1002.0,28.0,1.0,290.0,,0.0,2010-08-28 00:00:00,2010.0,8.0,28.0,0.0
78551,2010-09-06 15:00:00,Mist,27.0,0,31.9,81.0,1000.0,29.0,2.0,95.71428571,,0.0,2010-09-06 15:00:00,2010.0,9.0,6.0,15.0
78952,2010-10-30 18:00:00,Mist,18.0,0,31.9,81.0,1017.0,20.0,1.0,164.28571430000002,,0.0,2010-10-30 18:00:00,2010.0,10.0,30.0,18.0
79019,2010-11-08 06:00:00,Smoke,19.0,0,31.9,45.0,1016.0,29.0,1.0,92.5,,0.0,2010-11-08 06:00:00,2010.0,11.0,8.0,6.0
79068,2010-11-14 18:00:00,Patches of Fog,20.0,1,31.9,88.0,1016.0,21.0,0.5,150.0,,0.0,2010-11-14 18:00:00,2010.0,11.0,14.0,18.0
79157,2010-11-26 15:00:00,Mist,15.0,0,31.9,85.0,1012.0,17.0,1.0,240.0,,0.0,2010-11-26 15:00:00,2010.0,11.0,26.0,15.0
79195,2010-12-01 15:00:00,Mist,14.0,0,31.9,100.0,1014.0,14.0,2.0,246.0,,0.0,2010-12-01 15:00:00,2010.0,12.0,1.0,15.0
79219,2010-12-04 18:00:00,Mist,11.0,0,31.9,91.0,1015.0,12.0,1.0,247.1428571,,0.0,2010-12-04 18:00:00,2010.0,12.0,4.0,18.0
79225,2010-12-05 12:00:00,Smoke,14.0,0,31.9,66.0,1012.0,18.0,1.0,161.4285714,,0.0,2010-12-05 12:00:00,2010.0,12.0,5.0,12.0
79236,2010-12-07 03:00:00,Partial Fog,9.0,1,31.9,100.0,1018.0,9.0,0.2,55.71428571,,0.0,2010-12-07 03:00:00,2010.0,12.0,7.0,3.0
79270,2010-12-11 15:00:00,Haze,9.0,0,31.9,59.0,1009.0,14.0,1.0,230.0,SW,3.7,2010-12-11 15:00:00,2010.0,12.0,11.0,15.0
79377,2010-12-25 18:00:00,Partial Fog,9.0,1,31.9,95.0,1015.0,10.0,0.2,273.3333333,,0.0,2010-12-25 18:00:00,2010.0,12.0,25.0,18.0
79393,2010-12-28 00:00:00,Patches of Fog,8.0,1,31.9,82.0,1016.0,10.0,0.5,270.0,,0.0,2010-12-28 00:00:00,2010.0,12.0,28.0,0.0
79397,2010-12-28 12:00:00,Partial Fog,12.0,1,31.9,79.0,1015.0,14.0,0.5,270.0,West,3.7,2010-12-28 12:00:00,2010.0,12.0,28.0,12.0
79853,2011-03-01 06:00:00,Haze,10.0,0,31.9,57.0,1017.0,16.0,2.0,230.0,SW,14.8,2011-03-01 06:00:00,2011.0,3.0,1.0,6.0
80049,2011-03-29 12:00:00,Haze,21.0,0,31.9,44.0,1005.0,31.0,2.0,70.0,ENE,7.4,2011-03-29 12:00:00,2011.0,3.0,29.0,12.0
80102,2011-04-05 18:00:00,Haze,11.0,0,31.9,34.0,1011.0,23.0,2.0,75.0,,0.0,2011-04-05 18:00:00,2011.0,4.0,5.0,18.0
80114,2011-04-07 06:00:00,Smoke,10.0,0,31.9,16.0,1012.0,31.0,2.0,50.0,NE,7.4,2011-04-07 06:00:00,2011.0,4.0,7.0,6.0
80174,2011-04-15 03:00:00,Smoke,17.0,0,31.9,49.0,1008.0,26.0,1.0,86.66666667,,0.0,2011-04-15 03:00:00,2011.0,4.0,15.0,3.0
80207,2011-04-19 15:00:00,Haze,13.0,0,31.9,31.0,1007.0,27.0,2.0,320.0,NW,5.6,2011-04-19 15:00:00,2011.0,4.0,19.0,15.0
80377,2011-05-13 09:00:00,Haze,18.0,0,31.9,19.0,1002.0,40.0,4.0,25.0,,0.0,2011-05-13 09:00:00,2011.0,5.0,13.0,9.0
80386,2011-05-14 21:00:00,Smoke,17.0,0,31.9,38.0,1002.0,29.0,1.0,270.0,West,14.8,2011-05-14 21:00:00,2011.0,5.0,14.0,21.0
80487,2011-05-28 18:00:00,Haze,22.0,0,31.9,54.0,1001.0,30.0,2.0,270.0,,0.0,2011-05-28 18:00:00,2011.0,5.0,28.0,18.0
80771,2011-06-23 00:00:00,Haze,26.0,0,33.24213159,69.0,995.0,30.0,2.0,90.0,East,9.3,2011-06-23 00:00:00,2011.0,6.0,23.0,0.0
80791,2011-06-26 00:00:00,Mist,24.0,0,33.25367449,76.0,996.0,28.0,2.0,270.0,West,16.7,2011-06-26 00:00:00,2011.0,6.0,26.0,0.0
80815,2011-06-29 03:00:00,Mist,26.0,0,33.26752597,77.0,997.0,29.0,2.0,90.0,East,3.7,2011-06-29 03:00:00,2011.0,6.0,29.0,3.0
80862,2011-07-05 06:00:00,Haze,26.0,0,33.29465179,45.0,1001.0,37.0,2.0,90.0,East,9.3,2011-07-05 06:00:00,2011.0,7.0,5.0,6.0
80930,2011-07-14 18:00:00,Mist,25.0,0,33.33389765,80.0,998.0,28.0,2.0,110.0,ESE,3.7,2011-07-14 18:00:00,2011.0,7.0,14.0,18.0
81144,2011-08-13 00:00:00,Mist,25.0,0,33.45740669,93.0,998.0,26.0,2.0,90.0,East,11.1,2011-08-13 00:00:00,2011.0,8.0,13.0,0.0
81311,2011-09-04 21:00:00,Light Rain,25.0,0,33.55378992,97.0,1002.0,26.0,2.0,110.0,ESE,11.1,2011-09-04 21:00:00,2011.0,9.0,4.0,21.0
81353,2011-09-10 18:00:00,Mist,27.0,0,33.57803001,85.0,1003.0,29.0,2.0,55.0,,0.0,2011-09-10 18:00:00,2011.0,9.0,10.0,18.0
81367,2011-09-12 21:00:00,Mist,26.0,0,33.58611004,83.0,1003.0,28.0,2.0,110.0,ESE,3.7,2011-09-12 21:00:00,2011.0,9.0,12.0,21.0
81388,2011-09-15 18:00:00,Mist,26.0,0,33.59823009,97.0,1002.0,27.0,2.0,36.66666667,,0.0,2011-09-15 18:00:00,2011.0,9.0,15.0,18.0
81506,2011-10-02 00:00:00,Haze,17.0,0,33.66633321,56.0,1005.0,24.0,2.0,270.0,West,11.1,2011-10-02 00:00:00,2011.0,10.0,2.0,0.0
81557,2011-10-08 12:00:00,Haze,21.0,0,33.6957676,45.0,1008.0,31.0,2.0,320.0,NW,7.4,2011-10-08 12:00:00,2011.0,10.0,8.0,12.0
81649,2011-10-20 21:00:00,Mist,19.0,0,33.74886495,84.0,1010.0,21.0,1.0,283.47826089999995,,0.0,2011-10-20 21:00:00,2011.0,10.0,20.0,21.0
81720,2011-10-30 12:00:00,Haze,17.0,0,33.78984225,44.0,1009.0,27.0,2.0,315.0,,0.0,2011-10-30 12:00:00,2011.0,10.0,30.0,12.0
81734,2011-11-01 12:00:00,Smoke,15.0,0,33.79792228,34.0,1009.0,28.0,2.0,284.2857143,,0.0,2011-11-01 12:00:00,2011.0,11.0,1.0,12.0
81757,2011-11-04 15:00:00,Mist,20.0,0,33.81119661,91.0,1012.0,21.0,1.0,270.0,,0.0,2011-11-04 15:00:00,2011.0,11.0,4.0,15.0
81936,2011-11-30 03:00:00,Smoke,9.0,0,33.91450558,66.0,1014.0,14.0,1.0,270.0,,0.0,2011-11-30 03:00:00,2011.0,11.0,30.0,3.0
81959,2011-12-03 12:00:00,Smoke,16.0,0,33.92777992,53.0,1008.0,24.0,2.0,270.0,,0.0,2011-12-03 12:00:00,2011.0,12.0,3.0,12.0
81971,2011-12-05 09:00:00,Haze,12.0,0,33.93470566,24.0,1011.0,29.0,2.0,175.71428569999998,,0.0,2011-12-05 09:00:00,2011.0,12.0,5.0,9.0
81990,2011-12-08 00:00:00,Patches of Fog,14.0,1,33.94567141,91.0,1014.0,15.0,0.5,110.0,,0.0,2011-12-08 00:00:00,2011.0,12.0,8.0,0.0
82084,2011-12-21 06:00:00,Smoke,10.0,0,33.99992305,46.0,1019.0,18.0,1.0,90.0,East,3.7,2011-12-21 06:00:00,2011.0,12.0,21.0,6.0
82300,2012-01-20 12:00:00,Haze,9.0,0,34.12458638,65.0,1016.0,13.0,1.0,290.0,WNW,16.7,2012-01-20 12:00:00,2012.0,1.0,20.0,12.0
82326,2012-01-24 03:00:00,Mist,6.0,0,34.13959215,68.0,1017.0,10.0,1.0,270.0,West,13.0,2012-01-24 03:00:00,2012.0,1.0,24.0,3.0
82574,2012-02-29 00:00:00,Mist,11.0,0,34.28272412,83.0,1006.0,13.0,1.0,270.0,West,5.6,2012-02-29 00:00:00,2012.0,2.0,29.0,0.0
82808,2012-04-03 09:00:00,Widespread Dust,18.0,0,34.41777607,21.0,1008.0,38.0,2.0,50.0,NE,18.5,2012-04-03 09:00:00,2012.0,4.0,3.0,9.0
82953,2012-04-24 03:00:00,Haze,15.0,0,34.501462100000005,35.0,1006.0,28.0,2.0,315.0,,0.0,2012-04-24 03:00:00,2012.0,4.0,24.0,3.0
82967,2012-04-26 00:00:00,Haze,17.0,0,34.50954213,58.0,1007.0,23.0,2.0,140.0,,0.0,2012-04-26 00:00:00,2012.0,4.0,26.0,0.0
83078,2012-05-12 00:00:00,Haze,20.0,0,34.57360523,64.0,1002.0,26.0,2.0,90.0,East,3.7,2012-05-12 00:00:00,2012.0,5.0,12.0,0.0
83200,2012-05-29 09:00:00,Blowing Sand,9.0,0,34.64401693,7.0,999.0,43.0,2.0,270.0,West,29.6,2012-05-29 09:00:00,2012.0,5.0,29.0,9.0
83262,2012-06-06 18:00:00,Widespread Dust,17.0,0,34.67979992,37.0,998.0,30.0,2.0,170.0,,0.0,2012-06-06 18:00:00,2012.0,6.0,6.0,18.0
83449,2012-07-03 09:00:00,Blowing Sand,26.0,0,34.78772605,51.0,993.0,36.0,2.0,90.0,East,25.9,2012-07-03 09:00:00,2012.0,7.0,3.0,9.0
83621,2012-07-28 15:00:00,Mist,25.0,0,34.886995,68.0,996.0,30.0,2.0,90.0,East,11.1,2012-07-28 15:00:00,2012.0,7.0,28.0,15.0
83744,2012-08-16 00:00:00,Mist,24.0,0,34.95798384,84.0,1001.0,26.0,2.0,132.5,,0.0,2012-08-16 00:00:00,2012.0,8.0,16.0,0.0
83860,2012-09-03 06:00:00,Haze,24.0,0,35.02493267,56.0,1003.0,32.0,4.0,140.0,SE,11.1,2012-09-03 06:00:00,2012.0,9.0,3.0,6.0
84074,2012-10-06 00:00:00,Mist,18.0,0,35.14844171,77.0,1009.0,20.0,2.0,278.0,,0.0,2012-10-06 00:00:00,2012.0,10.0,6.0,0.0
84182,2012-10-23 12:00:00,Mist,18.0,0,35.21077337,77.0,1012.0,21.0,2.0,295.0,,0.0,2012-10-23 12:00:00,2012.0,10.0,23.0,12.0
84220,2012-10-30 09:00:00,Smoke,14.0,0,35.23270489,28.0,1012.0,29.0,1.0,320.0,NW,11.1,2012-10-30 09:00:00,2012.0,10.0,30.0,9.0
84253,2012-11-04 21:00:00,Partial Fog,16.0,1,35.25175067,90.0,1011.0,17.0,0.5,281.3043478,,0.0,2012-11-04 21:00:00,2012.0,11.0,4.0,21.0
84255,2012-11-05 03:00:00,Partial Fog,15.0,1,35.25290496,81.0,1014.0,17.0,0.2,283.0434783,,0.0,2012-11-05 03:00:00,2012.0,11.0,5.0,3.0
84496,2012-12-13 18:00:00,Haze,13.0,0,35.39199692,62.0,1014.0,19.0,2.0,63.33333333,,0.0,2012-12-13 18:00:00,2012.0,12.0,13.0,18.0
84501,2012-12-14 15:00:00,Haze,12.0,0,35.39488265,63.0,1019.0,17.0,2.0,90.0,East,9.3,2012-12-14 15:00:00,2012.0,12.0,14.0,15.0
84580,2012-12-28 03:00:00,Patches of Fog,6.0,1,35.44047711,87.0,1015.0,8.0,0.5,140.0,SE,7.4,2012-12-28 03:00:00,2012.0,12.0,28.0,3.0
84757,2013-01-28 06:00:00,Haze,6.0,0,35.54263178,34.0,1019.0,18.0,2.0,270.0,West,7.4,2013-01-28 06:00:00,2013.0,1.0,28.0,6.0
84894,2013-02-17 21:00:00,Patches of Fog,11.0,1,35.62170065,94.0,1014.0,11.0,0.5,242.2222222,,0.0,2013-02-17 21:00:00,2013.0,2.0,17.0,21.0
84957,2013-02-26 18:00:00,Mist,14.0,0,35.65806079,73.0,1014.0,18.0,1.0,90.0,East,7.4,2013-02-26 18:00:00,2013.0,2.0,26.0,18.0
84965,2013-02-28 03:00:00,Mist,14.0,0,35.66267795,84.0,1018.0,16.0,1.0,270.0,West,9.3,2013-02-28 03:00:00,2013.0,2.0,28.0,3.0
85136,2013-03-27 00:00:00,Mist,15.0,0,35.76136976,76.0,1008.0,18.0,1.0,270.0,West,3.7,2013-03-27 00:00:00,2013.0,3.0,27.0,0.0
85242,2013-04-12 21:00:00,Haze,15.0,0,35.82254713,47.0,1008.0,25.0,2.0,250.0,,0.0,2013-04-12 21:00:00,2013.0,4.0,12.0,21.0
85264,2013-04-16 00:00:00,Mist,17.0,0,35.83524432,68.0,1002.0,22.0,1.0,226.66666669999998,,0.0,2013-04-16 00:00:00,2013.0,4.0,16.0,0.0
85425,2013-05-08 09:00:00,Widespread Dust,8.0,0,35.92816468,7.0,1001.0,41.0,2.0,270.0,West,14.8,2013-05-08 09:00:00,2013.0,5.0,8.0,9.0
85703,2013-06-19 00:00:00,Mist,25.0,0,36.088611,90.0,999.0,26.0,1.0,45.0,,0.0,2013-06-19 00:00:00,2013.0,6.0,19.0,0.0
85730,2013-06-23 09:00:00,Widespread Dust,23.0,0,36.10419392,29.0,995.0,39.0,2.0,340.0,NNW,13.0,2013-06-23 09:00:00,2013.0,6.0,23.0,9.0
85735,2013-06-24 03:00:00,Haze,21.0,0,36.10707965,38.0,996.0,34.0,2.0,290.0,WNW,20.4,2013-06-24 03:00:00,2013.0,6.0,24.0,3.0
85890,2013-07-16 18:00:00,Mist,28.0,0,36.19653713,86.0,999.0,29.0,2.0,90.0,East,14.4,2013-07-16 18:00:00,2013.0,7.0,16.0,18.0
85904,2013-07-19 00:00:00,Mist,25.0,0,36.20461716,77.0,994.0,28.0,2.0,250.0,WSW,14.8,2013-07-19 00:00:00,2013.0,7.0,19.0,0.0
85978,2013-07-30 12:00:00,Haze,28.0,0,36.24732589,68.0,995.0,33.0,2.0,250.0,WSW,3.7,2013-07-30 12:00:00,2013.0,7.0,30.0,12.0
86066,2013-08-14 18:00:00,Mist,26.0,0,36.29811466,91.0,1002.0,27.0,2.0,115.0,,0.0,2013-08-14 18:00:00,2013.0,8.0,14.0,18.0
86155,2013-08-28 18:00:00,Mist,25.0,0,36.34948057,75.0,1005.0,28.0,2.0,286.6666667,,0.0,2013-08-28 18:00:00,2013.0,8.0,28.0,18.0
86242,2013-09-13 09:00:00,Haze,25.0,0,36.39969219,44.0,1006.0,35.0,2.0,340.0,NNW,7.4,2013-09-13 09:00:00,2013.0,9.0,13.0,9.0
86256,2013-09-15 09:00:00,Haze,22.0,0,36.40777222,33.0,1000.0,37.0,4.0,340.0,NNW,7.4,2013-09-15 09:00:00,2013.0,9.0,15.0,9.0
86359,2013-10-01 00:00:00,Mist,24.0,0,36.46721816,88.0,1007.0,25.0,2.0,80.0,,0.0,2013-10-01 00:00:00,2013.0,10.0,1.0,0.0
86414,2013-10-10 06:00:00,Haze,24.0,0,36.49896114,51.0,1012.0,33.0,2.0,110.0,ESE,3.7,2013-10-10 06:00:00,2013.0,10.0,10.0,6.0
86426,2013-10-12 00:00:00,Mist,22.0,0,36.50588688,92.0,1009.0,23.0,2.0,60.0,,0.0,2013-10-12 00:00:00,2013.0,10.0,12.0,0.0
86458,2013-10-16 18:00:00,Mist,23.0,0,36.52435552,88.0,1010.0,25.0,1.0,159.23076919999997,,0.0,2013-10-16 18:00:00,2013.0,10.0,16.0,18.0
86478,2013-10-19 18:00:00,Mist,20.0,0,36.53589842,82.0,1012.0,22.0,1.0,291.42857139999995,,0.0,2013-10-19 18:00:00,2013.0,10.0,19.0,18.0
86682,2013-11-18 03:00:00,Smoke,9.0,0,36.65363601,63.0,1019.0,14.0,1.0,270.0,West,5.6,2013-11-18 03:00:00,2013.0,11.0,18.0,3.0
86758,2013-11-27 18:00:00,Mist,14.0,0,36.69749904,90.0,1017.0,15.0,1.0,251.4285714,,0.0,2013-11-27 18:00:00,2013.0,11.0,27.0,18.0
86794,2013-12-02 09:00:00,Smoke,13.0,0,36.71827626,30.0,1014.0,28.0,2.0,140.0,SE,3.7,2013-12-02 09:00:00,2013.0,12.0,2.0,9.0
87140,2014-01-15 09:00:00,Partial Fog,13.0,1,36.91796845,86.0,1019.0,15.0,0.5,190.0,,0.0,2014-01-15 09:00:00,2014.0,1.0,15.0,9.0
87159,2014-01-17 21:00:00,Patches of Fog,12.0,1,36.92893421,100.0,1016.0,12.0,0.5,241.25,,0.0,2014-01-17 21:00:00,2014.0,1.0,17.0,21.0
87220,2014-01-25 15:00:00,Patches of Fog,11.0,1,36.96414005,96.0,1019.0,12.0,0.5,270.0,West,7.4,2014-01-25 15:00:00,2014.0,1.0,25.0,15.0
87338,2014-02-09 09:00:00,Blowing Sand,6.0,0,37.03224317,30.0,1011.0,19.0,2.0,320.0,NW,16.7,2014-02-09 09:00:00,2014.0,2.0,9.0,9.0
87459,2014-02-24 12:00:00,Haze,9.0,0,37.10207772,36.0,1017.0,21.0,4.0,290.0,WNW,5.6,2014-02-24 12:00:00,2014.0,2.0,24.0,12.0
87507,2014-03-02 15:00:00,Mist,14.0,0,37.12978068,84.0,1017.0,16.0,2.0,305.0,,0.0,2014-03-02 15:00:00,2014.0,3.0,2.0,15.0
87616,2014-03-16 09:00:00,Haze,13.0,0,37.1926895,23.0,1014.0,31.0,4.0,290.0,WNW,14.8,2014-03-16 09:00:00,2014.0,3.0,16.0,9.0
87773,2014-04-05 09:00:00,Haze,14.0,0,37.28330127,21.0,1008.0,34.0,4.0,290.0,WNW,18.5,2014-04-05 09:00:00,2014.0,4.0,5.0,9.0
87812,2014-04-10 06:00:00,Haze,10.0,0,37.30580993,20.0,1012.0,30.0,4.0,290.0,WNW,18.5,2014-04-10 06:00:00,2014.0,4.0,10.0,6.0
87962,2014-04-29 03:00:00,Haze,14.0,0,37.39238169,25.0,1007.0,31.0,2.0,250.0,WSW,7.4,2014-04-29 03:00:00,2014.0,4.0,29.0,3.0
87993,2014-05-03 00:00:00,Haze,16.0,0,37.41027318,38.0,1004.0,28.0,2.0,90.0,East,7.4,2014-05-03 00:00:00,2014.0,5.0,3.0,0.0
88089,2014-05-15 03:00:00,Haze,17.0,0,37.46567911,44.0,1007.0,27.0,2.0,270.0,West,11.1,2014-05-15 03:00:00,2014.0,5.0,15.0,3.0
88100,2014-05-16 12:00:00,Haze,15.0,0,37.4720277,19.0,1002.0,36.0,4.0,270.0,West,14.8,2014-05-16 12:00:00,2014.0,5.0,16.0,12.0
88526,2014-07-05 11:30:00,Haze,21.0,0,43.3,35.0,999.0,39.0,4.0,330.0,NNW,14.8,2014-07-05 11:30:00,2014.0,7.0,5.0,11.0
88609,2014-07-14 15:00:00,Haze,27.0,0,34.19786477,69.0,996.0,32.0,2.0,140.0,SE,7.4,2014-07-14 15:00:00,2014.0,7.0,14.0,15.0
88696,2014-07-25 12:00:00,Haze,25.0,0,33.95017794,53.0,999.0,33.0,2.0,160.0,SSE,14.8,2014-07-25 12:00:00,2014.0,7.0,25.0,12.0
88768,2014-08-03 12:00:00,Haze,26.0,0,33.74519573,50.0,993.0,35.0,2.0,250.0,,0.0,2014-08-03 12:00:00,2014.0,8.0,3.0,12.0
88831,2014-08-10 01:00:00,Overcast,27.0,0,31.8,100.0,1002.0,27.0,2.1,280.0,West,5.6,2014-08-10 01:00:00,2014.0,8.0,10.0,1.0
88959,2014-08-23 09:00:00,Haze,20.0,0,33.63142458,26.0,1003.0,38.0,2.0,290.0,WNW,16.7,2014-08-23 09:00:00,2014.0,8.0,23.0,9.0
89051,2014-09-03 21:00:00,Mist,25.0,0,33.6603352,89.0,1002.0,27.0,2.0,110.0,ESE,7.4,2014-09-03 21:00:00,2014.0,9.0,3.0,21.0
89186,2014-09-20 18:00:00,Mist,25.0,0,33.70275838,75.0,1004.0,29.0,2.0,278.0,,0.0,2014-09-20 18:00:00,2014.0,9.0,20.0,18.0
89335,2014-10-09 15:00:00,Haze,20.0,0,33.74958101,55.0,1010.0,27.0,2.0,303.3333333,,0.0,2014-10-09 15:00:00,2014.0,10.0,9.0,15.0
89363,2014-10-13 03:00:00,Mist,19.0,0,33.75837989,70.0,1012.0,24.0,2.0,45.71428571,,0.0,2014-10-13 03:00:00,2014.0,10.0,13.0,3.0
89415,2014-10-19 15:00:00,Haze,16.0,0,33.77472067,59.0,1013.0,22.0,2.0,302.0,,0.0,2014-10-19 15:00:00,2014.0,10.0,19.0,15.0
89416,2014-10-19 18:00:00,Mist,17.0,0,33.77503492,77.0,1013.0,20.0,1.0,284.0,,0.0,2014-10-19 18:00:00,2014.0,10.0,19.0,18.0
89719,2014-11-26 15:00:00,Haze,10.0,0,33.870251399999994,64.0,1011.0,16.0,1.0,316.7741935,,0.0,2014-11-26 15:00:00,2014.0,11.0,26.0,15.0
89729,2014-11-27 21:00:00,Patches of Fog,13.0,1,33.87339385,93.0,1012.0,14.0,0.5,300.6451613,,0.0,2014-11-27 21:00:00,2014.0,11.0,27.0,21.0
89853,2014-12-13 15:00:00,Mist,15.0,0,33.91236034,84.0,1016.0,17.0,1.0,140.0,SE,11.1,2014-12-13 15:00:00,2014.0,12.0,13.0,15.0
89856,2014-12-14 00:00:00,Mist,13.0,0,33.91330307,85.0,1015.0,15.0,1.0,110.0,ESE,9.3,2014-12-14 00:00:00,2014.0,12.0,14.0,0.0
89905,2014-12-20 03:00:00,Patches of Fog,8.0,1,33.92870112,85.0,1022.0,10.0,0.5,270.0,West,13.0,2014-12-20 03:00:00,2014.0,12.0,20.0,3.0
90065,2015-01-09 03:00:00,Heavy Fog,6.0,1,33.97898045,93.0,1021.0,7.0,0.5,270.0,West,3.7,2015-01-09 03:00:00,2015.0,1.0,9.0,3.0
90138,2015-01-18 06:00:00,Smoke,10.0,0,34.00192039,59.0,1020.0,15.0,1.0,270.0,West,9.3,2015-01-18 06:00:00,2015.0,1.0,18.0,6.0
90204,2015-01-26 12:00:00,Mist,13.0,0,34.02266061,75.0,1018.0,16.0,1.0,338.0,,0.0,2015-01-26 12:00:00,2015.0,1.0,26.0,12.0
90531,2015-03-08 12:00:00,Haze,16.0,0,34.12541899,58.0,1014.0,23.0,2.0,110.0,ESE,9.3,2015-03-08 12:00:00,2015.0,3.0,8.0,12.0
90548,2015-03-10 15:00:00,Mist,16.0,0,34.13076117,83.0,1018.0,18.0,2.0,280.0,,0.0,2015-03-10 15:00:00,2015.0,3.0,10.0,15.0
90578,2015-03-14 09:00:00,Haze,17.0,0,34.14018855,50.0,1014.0,25.0,2.0,230.0,SW,14.8,2015-03-14 09:00:00,2015.0,3.0,14.0,9.0
90669,2015-03-25 18:00:00,Mist,22.0,0,34.16878492,83.0,1014.0,24.0,2.0,273.3333333,,0.0,2015-03-25 18:00:00,2015.0,3.0,25.0,18.0
90773,2015-04-07 18:00:00,Mist,18.0,0,34.20146648,69.0,1011.0,22.0,2.0,50.0,NE,7.4,2015-04-07 18:00:00,2015.0,4.0,7.0,18.0
91001,2015-05-06 06:00:00,Widespread Dust,12.0,0,34.27311453,11.0,1003.0,39.0,4.0,250.0,WSW,9.3,2015-05-06 06:00:00,2015.0,5.0,6.0,6.0
91084,2015-05-16 18:00:00,Haze,21.0,0,34.29919693,65.0,1002.0,27.0,2.0,123.33333329999999,,0.0,2015-05-16 18:00:00,2015.0,5.0,16.0,18.0
91114,2015-05-20 12:00:00,Haze,13.0,0,34.3086243,12.0,1000.0,40.0,2.0,270.0,West,20.4,2015-05-20 12:00:00,2015.0,5.0,20.0,12.0
91362,2015-06-20 12:00:00,Haze,23.0,0,34.38655726,35.0,995.0,37.0,2.0,70.0,ENE,9.3,2015-06-20 12:00:00,2015.0,6.0,20.0,12.0
91476,2015-07-04 18:00:00,Haze,27.0,0,34.42238128,58.0,997.0,34.0,2.0,250.0,,0.0,2015-07-04 18:00:00,2015.0,7.0,4.0,18.0
91496,2015-07-07 09:00:00,Haze,27.0,0,34.4286662,61.0,997.0,34.0,2.0,90.0,East,7.4,2015-07-07 09:00:00,2015.0,7.0,7.0,9.0
91611,2015-07-21 18:00:00,Mist,27.0,0,34.46480447,77.0,1001.0,30.0,2.0,90.0,East,7.4,2015-07-21 18:00:00,2015.0,7.0,21.0,18.0
91615,2015-07-22 06:00:00,Haze,27.0,0,34.46606145,58.0,1002.0,34.0,2.0,50.0,NE,11.1,2015-07-22 06:00:00,2015.0,7.0,22.0,6.0
91840,2015-08-15 15:00:00,Mist,26.0,0,32.49796721,93.0,1003.0,27.0,1.0,65.0,,0.0,2015-08-15 15:00:00,2015.0,8.0,15.0,15.0
91968,2015-08-31 21:00:00,Haze,24.0,0,32.17062295,66.0,1001.0,30.0,2.0,250.0,WSW,7.4,2015-08-31 21:00:00,2015.0,8.0,31.0,21.0
92046,2015-09-10 15:00:00,Haze,20.0,0,31.97114754,38.0,1006.0,32.0,2.0,320.0,NW,9.3,2015-09-10 15:00:00,2015.0,9.0,10.0,15.0
92101,2015-09-17 15:00:00,Haze,24.0,0,31.8304918,57.0,1004.0,32.0,2.0,70.0,,0.0,2015-09-17 15:00:00,2015.0,9.0,17.0,15.0
92253,2015-10-07 03:00:00,Smoke,21.0,0,31.44177049,65.0,1011.0,26.0,2.0,270.0,West,7.4,2015-10-07 03:00:00,2015.0,10.0,7.0,3.0
